Experiments,Test,Animal,ID,Treatment,Diet,Age_month,Age_Cat,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
APOE_E4HN_E33_E3HN_201012_Cohort,140,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day1_vanilla,5,box2,3,4.4,0.448979592,0.9,4.4,0,2.6,0,4,5.4,0.551020408,103.9,3.2,2.2,0.9,1.9,15,92.3,1.472,4.6,0.016,23,70.9,45,34.4,4,18.8,0.579,0,0.043,13.6,0,0,5,3.3,3.5,1.1,0,0,,0,,,2.6,36.3
APOE_E4HN_E33_E3HN_201012_Cohort,168,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day2_IdenticalObject,1,box1,2,1.7,0.414634146,0.6,1.7,0,0.9,0,1,2.4,0.585365854,47.5,0.4,2,2.2,0,9,107.4,2.849,3.2,0.026,29.1,81.7,36.1,48.2,3,3.2,0.079,0,0.055,1.4,0,0,,,,,,,,,23.9,19.3,3.616,48.2
APOE_E4HN_E33_E3HN_201012_Cohort,193,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day2_IdenticalObject,2,box1,2,0.4,0.121212121,103.9,0.4,0,0,0,4,2.9,0.878787879,59,1.4,1.5,0.9,0,10,100.7,2.917,1.6,0.028,36,69.9,46.9,33.8,6,6.4,0.591,59.1,0.063,6.1,3.3,0,,,,,,,,,2.5,2.9,4.097,33.8
APOE_E4HN_E33_E3HN_201012_Cohort,220,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day2_IdenticalObject,3,box1,1,1,0.294117647,87.7,1,0,1,0,2,2.4,0.705882353,29.2,2.4,0,0.8,0,6,104.5,2.824,0.7,0.026,34.5,72.5,46.6,49.9,2,5.1,0.308,87.8,0.071,4.3,0,0,,,,,,,,,9,8.4,3.805,49.9
APOE_E4HN_E33_E3HN_201012_Cohort,245,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day2_ShortTermMemory,4,box1,2,5.6,0.674698795,7.5,2.9,2.7,2.9,1.7,1,2.7,0.325301205,37.9,2.7,0,0.8,0,11,98.7,3.633,0.8,0.035,38.2,65.9,49,23.9,3,7.2,0.242,0,0.047,5.2,0,0,,,,,,,,,18.4,13.3,4.309,25.6
APOE_E4HN_E33_E3HN_201012_Cohort,271,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day3_Novel Object2,1,box1,2,3.2,0.256,82.8,3.2,0,0.9,0,12,9.3,0.744,42.3,4.5,4.8,4.1,1.3,8,89.6,4.551,2.2,0.05,36.1,54.1,56.4,34.9,7,18.7,0.762,0,0.043,11.9,6,1.4,,,,,,,,,7.9,11.5,6.165,37.6
APOE_E4HN_E33_E3HN_201012_Cohort,299,201012_9,201012_9,E4HN_F,HFD,12,Young,Female,E4HN,B,Day5_NovelObject3,1,box1,3,6.2,0.837837838,59.6,6.2,0,2.4,0,1,1.2,0.162162162,115.5,1.2,0,0.3,0,8,105,2.869,0,0.027,31.5,76,44,44.9,4,7.8,0.462,63.2,0.063,7.4,0,0,,,,,,,,,15,15.4,3.817,44.9
APOE_201026_18 month control1,1,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,openfield,1,2Objects_NOR,,,,,,,,,,,,,,,,,92,330.3,9.856,20.9,0.035,215.7,69.4,305.5,38.2,59,105.4,6.364,0,0.055,89.8,25,10.8,,,,,,,,,57.2,51.8,24.566,78.6
APOE_201026_18 month control1,7,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,1,2Objects_NOR,5,4.8,0.413793103,0,4.8,0,3.6,1.3,8,6.8,0.586206897,2.2,6.8,0,5.2,0,25,70.9,5.962,8.8,0.079,65.7,10.1,84.8,6.9,14,17.9,0.936,0,0.049,19.1,0,1.3,10,9.2,,0,5,5.2,,0,12.1,9,8.711,8.2
APOE_201026_18 month control1,13,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,2,2Objects_NOR,2,2.9,0.604166667,59.1,2.9,0,2.6,0,5,1.9,0.395833333,13.9,1.9,0,1.2,0,33,82.6,4.348,3.6,0.043,57.7,43.2,62.9,19.2,5,9.9,0.246,0,0.048,5.2,0,0,8,5.3,,0,3,2.5,,0,33.6,23.8,5.555,19.2
APOE_201026_18 month control1,19,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,3,2Objects_NOR,2,2.1,0.567567568,5.7,2.1,0,1.1,0,2,1.6,0.432432432,4.1,1.6,0,1.5,0,18,96.2,3.145,3.1,0.032,47.9,52,50.9,29,7,3.2,0.176,0,0.059,3,0,0,2,1.8,,0,1,1.8,0.7,0,15,10.5,4.194,30.7
APOE_201026_18 month control1,25,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,4,2Objects_NOR,4,5.1,0.662337662,0,5.1,0,2,0,3,2.6,0.337662338,16.3,2.6,0,1.9,0,30,73.2,3.542,3.1,0.034,48.3,56.5,52.5,24.2,7,6.9,0.503,0,0.119,4.2,0,0,3,2.2,,0,2,0.6,,0,27.3,23,4.79,24.2
APOE_201026_18 month control1,31,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day1_vanilla,5,2Objects_NOR,8,6.6,0.559322034,0,6.6,0,1.4,0,7,5.2,0.440677966,7.1,5.2,0,1.7,0,19,71.4,2.286,3.1,0.027,45.1,39.6,50.8,20.7,7,5.8,0.329,0,0.058,5.7,0,0,3,2.4,2.7,0,3,1.3,,0,7.7,12.9,3.913,22.1
APOE_201026_18 month control1,38,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_IdenticalObject,1,2Objects_NOR,5,4.5,0.416666667,15.3,4.5,0,1.7,0,7,6.3,0.583333333,1,6.3,0,4.3,0,12,93.2,3.244,2.1,0.036,38.4,51.4,51.1,25.3,10,12.5,1.397,54.5,0.11,12.7,0,0,,,,,,,,,10.2,8.9,5.821,25.3
APOE_201026_18 month control1,44,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_IdenticalObject,2,2Objects_NOR,4,5.5,0.528846154,72.9,5.5,0,1.5,0,6,4.9,0.471153846,69.2,4.9,0,2.3,0,15,76.3,1.982,0,0.022,38.5,53.5,49.4,29,10,10.4,0.765,72.3,0.07,10.9,0,0,,,,,,,,,16.7,20.6,3.572,30
APOE_201026_18 month control1,49,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_IdenticalObject,3,2Objects_NOR,1,1.2,0.461538462,76.7,1.2,0,0.4,0,2,1.4,0.538461538,109.7,1.4,0,0,0,19,96.2,1.635,0,0.019,40.1,45.8,40.1,23.3,5,1.8,0,,,0,0,0,,,,,,,,,14.7,10.3,2.389,38
APOE_201026_18 month control1,55,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_ShortTermMemory,4,2Objects_NOR,4,2.5,0.287356322,68.2,2.5,0,1.6,0,7,6.2,0.712643678,3.4,6.2,0,1.8,0,20,88.3,1.186,1,0.016,26.6,45.4,30.8,31.1,6,5.6,0.449,2.2,0.108,4.2,0,0,,,,,,,,,30.2,27.3,2.703,44.4
APOE_201026_18 month control1,61,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day3_Novel Object2,1,2Objects_NOR,6,7.3,0.486666667,56.4,7.3,0,3.8,0,6,7.7,0.513333333,22.1,4.5,3.1,5.5,0,18,75.5,2.792,2.2,0.034,52.6,30.5,67.1,17.7,13,19.3,1.21,0,0.084,14.5,0,0,,,,,,,,,9.5,12.3,5.913,17.7
APOE_201026_18 month control1,67,201026-1,201026-1,E4HN_F,Control,18,Old,Female,E4HN,A,Day5_NovelObject3,1,2Objects_NOR,5,3.2,0.32,27.9,3.2,0,2,0,8,6.8,0.68,17.3,6.8,0,4.7,0,26,73.8,2.971,0.9,0.038,50.2,27.6,62.2,18.1,11,16.9,0.696,17.3,0.043,12,4.4,0,,,,,,,,,18.6,16,4.996,19.3
APOE_201026_18 month control1,2,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,openfield,1,2Objects_NOR_2,,,,,,,,,,,,,,,,,69,283.4,8.314,0,0.032,161.7,94.8,217.5,36.3,48,132.7,5.758,2.1,0.03,55.8,136.9,59.4,,,,,,,,,,,21.452,107.9
APOE_201026_18 month control1,8,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,1,2Objects_NOR_2,8,5.6,0.554455446,3,5.6,0,2.4,0,7,4.5,0.445544554,1.9,4.5,0,2.7,0,26,77.8,6.944,6.5,0.077,79.7,10.7,88.4,7.2,6,11.8,0.247,0,0.028,8.7,0,0,6,5.7,,0,4,2.5,,0,,,8.466,7.2
APOE_201026_18 month control1,14,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,2,2Objects_NOR_2,5,7.5,0.892857143,6,7.5,0,2.6,0,2,0.9,0.107142857,0.7,0.9,0,0.9,0,17,83.4,3.444,3.5,0.037,57.3,36,60.6,26.1,9,7.5,0.262,0,0.078,3.3,0,0,4,2.3,,0,1,2.4,,0,,,4.852,26.1
APOE_201026_18 month control1,20,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,3,2Objects_NOR_2,1,0.7,0.318181818,92.8,0.7,0,0.7,0,1,1.5,0.681818182,59,1.5,0,1.2,0,17,98.8,2.96,1.4,0.027,36,73.5,40,50.2,2,3.5,0.453,0,0.113,4,0,0,2,1.5,,0,1,1.3,,0,,,3.966,50.2
APOE_201026_18 month control1,26,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Dilutions,4,2Objects_NOR_2,2,0.9,0.529411765,57.9,0.9,0,0,0,3,0.8,0.470588235,0.3,0.8,0,0.4,0,9,100,2.925,5.4,0.031,39.5,55.1,55.4,59.1,7,16.3,1.716,0,0.078,15.9,5.9,3.2,2,1.6,,0,3,3.7,71.5,3.6,,,5.36,62.3
APOE_201026_18 month control1,32,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day1_vanilla,5,2Objects_NOR_2,7,11.2,0.65497076,26,4.4,6.8,5.1,0,6,5.9,0.34502924,8.6,5.9,0,1.9,0,18,52.2,2.056,1.6,0.046,30.4,14,38.1,2.1,12,33.7,0.836,0,0.052,7.7,8.4,0,3,5,99.3,0,5,4.1,23.4,0,,,4.707,9.2
APOE_201026_18 month control1,37,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_IdenticalObject,1,2Objects_NOR_2,2,2.6,0.4,14.8,2.6,0,2,0,3,3.9,0.6,0,3.9,0,2.1,0,15,91.5,3.821,1.3,0.037,41.3,62.8,45.7,58.1,6,7,0.881,0,0.2,4.4,0,0,,,,,,,,,,,5.703,59.3
APOE_201026_18 month control1,43,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_IdenticalObject,2,2Objects_NOR_2,13,11.6,0.359133127,9.9,11.6,0,3.5,0,6,20.7,0.640866873,38.1,12.4,8.3,0.9,0,15,61.8,2.672,0.9,0.039,46.1,22.6,64.7,8.2,26,28.3,0.861,0,0.039,18.6,3.4,0,,,,,,,,,,,4.714,8.2
APOE_201026_18 month control1,50,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_IdenticalObject,3,2Objects_NOR_2,0,0,0,,0,0,0,0,1,0.4,1,48.8,0.4,0,0.4,0,16,100,1.745,0,0.015,35.6,82.8,35.6,47.3,0,0,0,,,0,0,0,,,,,,,,,,,1.796,47.3
APOE_201026_18 month control1,56,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day2_ShortTermMemory,4,2Objects_NOR_2,3,8.3,0.370535714,36.3,1.4,6.9,1.5,1.1,5,14.1,0.629464286,31.8,5.2,8.9,3.8,1.2,9,82,0.886,0,0.011,16.4,65.4,22.9,36.2,9,23.4,0.61,34.3,0.03,6.5,13.6,2.4,,,,,,,,,,,2.321,39.8
APOE_201026_18 month control1,62,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day3_Novel Object2,1,2Objects_NOR_2,10,17.7,0.616724739,2.1,9.8,7.9,7,1.4,10,11,0.383275261,18.7,9,2,3.7,0,12,71.6,2.007,0,0.033,36.7,23.7,51.8,10.9,17,28.1,0.791,18.2,0.037,15.1,6.3,0,,,,,,,,,,,4.324,12.3
APOE_201026_18 month control1,68,201026-2,201026-2,E4HN_F,Control,18,Old,Female,E4HN,A,Day5_NovelObject3,1,2Objects_NOR_2,4,4.8,0.305732484,13,2.4,2.3,1.2,0,8,10.9,0.694267516,3,8.4,2.5,4,0,22,78.9,3.69,0,0.047,65.5,12.8,69.3,3,13,8.9,0.552,15.7,0.09,3.8,2.3,0,,,,,,,,,,,6.494,3
APOE_201026_18 month control1,3,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,openfield,1,2Objects_NOR,,,,,,,,,,,,,,,,,88,339.7,10.777,7.3,0.035,189.6,120,258.3,68,55,111.2,5.082,0,0.053,68.7,27.5,12.7,,,,,,,,,53.1,83,24.169,120.7
APOE_201026_18 month control1,9,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,1,2Objects_NOR,8,7.2,0.734693878,5.7,7.2,0,4.4,0,2,2.6,0.265306122,11.9,2.6,0,1.6,0,20,84.6,4.555,17,0.054,55.5,29.2,71.6,17.6,8,18,0.484,0,0.03,16.1,0,0,4,3.2,,0,2,1.8,,0,13.1,9.2,6.143,17.6
APOE_201026_18 month control1,15,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,2,2Objects_NOR,4,4,0.754716981,48.3,4,0,2.2,0,2,1.3,0.245283019,9.9,1.3,0,0.5,0,18,93.6,2.456,1.4,0.025,40.7,55.7,47.1,28.9,6,7.3,0.674,0,0.105,6.4,0,0,2,3.2,108.7,0,5,1.4,,0,16.1,13.3,4.277,28.9
APOE_201026_18 month control1,21,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,3,2Objects_NOR,1,0.1,0.1,61.7,0.1,0,0,0,1,0.9,0.9,88.9,0.9,0,0.9,0,13,91.8,2.568,4.8,0.027,15.9,80.4,27.6,62.9,7,8.1,1.556,0,0.133,11.7,0,0,0,0,,0,1,0.6,,0,10.6,11.5,5.169,68.5
APOE_201026_18 month control1,27,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,4,2Objects_NOR,1,1.4,0.141414141,44.9,1.4,0,0,0,6,8.5,0.858585859,47.9,7.2,1.4,1.8,0,7,79.7,1.885,3.3,0.023,20.1,62.8,44.7,48.9,8,24.4,1.947,0,0.074,24.6,1.6,0,1,1.4,46.2,0,5,3.3,47.5,0,7.9,6.5,4.775,51.1
APOE_201026_18 month control1,33,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day1_vanilla,5,2Objects_NOR,5,4.4,0.201834862,29,4.4,0,0.7,0,5,17.4,0.798165138,26.5,5.8,11.6,0.6,7.6,5,38.1,0.865,1.5,0.025,6.6,28.7,36.3,14.7,7,47.6,1.727,0,0.038,29.7,15.8,8.9,2,4.8,24.2,0.1,3,0.7,23.1,0,29.7,24.7,3.579,47.7
APOE_201026_18 month control1,39,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_IdenticalObject,1,2Objects_NOR,4,4.7,0.594936709,74.3,4.7,0,1.3,0,3,3.2,0.405063291,20.5,3.2,0,0.8,0,14,98.2,3.376,1.1,0.035,43.8,52.8,52.5,35.8,5,9,0.623,74,0.072,8.7,0,0,,,,,,,,,10.4,15.6,4.626,38.6
APOE_201026_18 month control1,46,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_IdenticalObject,2,2Objects_NOR,4,4.8,0.298136646,56.6,1.8,3,1.8,0,5,11.3,0.701863354,14.5,11.3,0,2.4,0,17,77.6,3.161,0.8,0.04,39,40.2,41.7,21.4,11,6.6,0.464,0,0.075,2.7,3.5,0,,,,,,,,,28.3,18,5.143,25
APOE_201026_18 month control1,51,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_IdenticalObject,3,2Objects_NOR,3,2,0.571428571,31.8,2,0,1.5,0,2,1.5,0.428571429,87.4,1.5,0,0.4,0,16,54.9,1.749,4.2,0.022,28.6,51.5,44.3,39.4,9,20.4,1.165,0.2,0.059,15.7,4.2,2.4,,,,,,,,,14.5,33.5,3.848,44.8
APOE_201026_18 month control1,58,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_ShortTermMemory,4,2Objects_NOR,0,0,0,,0,0,0,0,1,1.4,1,103.7,1.4,0,0,0,10,107.6,2.242,0,0.021,9.8,97.3,18.3,84.1,5,7.1,1.757,25.7,0.206,8.5,0,0,,,,,,,,,13.7,7,5.401,84.1
APOE_201026_18 month control1,64,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day3_Novel Object2,1,2Objects_NOR,2,1.8,0.333333333,8.4,1.8,0,0.9,0,2,3.6,0.666666667,93.2,3.6,0,1.6,0,17,91,2.553,0,0.026,35.5,61.1,39.3,41.5,7,5.7,0.287,93,0.075,3.8,0,0,,,,,,,,,13.6,12.8,3.69,44.2
APOE_201026_18 month control1,69,201026-3,201026-3,E4HN_M,Control,18,Old,Male,E4HN,B,Day5_NovelObject3,1,2Objects_NOR,8,9,0.656934307,20.5,9,0,1.8,0,5,4.7,0.343065693,22.5,4.7,0,0.9,0,17,86.5,1.998,0,0.025,41.8,39.2,56.6,24.7,10,14.7,1.276,22,0.086,14.8,0,0,,,,,,,,,9.9,7.3,4.968,25.5
APOE_201026_18 month control1,4,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,openfield,1,2Objects_NOR_2,,,,,,,,,,,,,,,,,66,362.1,8.398,8.7,0.023,136.9,232.6,170.1,98.5,32,134,2.787,0,0.029,33.2,62.9,38.9,,,,,,,,,,,15.907,169.5
APOE_201026_18 month control1,10,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,1,2Objects_NOR_2,3,2.7,0.254716981,1.2,0.5,2.2,1,1.1,8,7.9,0.745283019,0,3.3,4.6,3.4,0,15,72.8,1.787,9,0.024,27.5,48.3,30.4,38.5,8,11.5,0.12,0,0.014,2.9,5.6,1.1,7,9.6,70.4,0,2,3.2,,0,,,3.855,41.3
APOE_201026_18 month control1,16,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,2,2Objects_NOR_2,1,4.7,1,10.5,4.7,0,0.8,0,0,0,0,,0,0,0,0,11,61.9,1.465,2.7,0.016,22.2,69.9,24.5,38.7,12,13.6,0.1,0,0.012,2.3,5.9,0,5,5.5,,0,5,9,,0,,,2.017,38.7
APOE_201026_18 month control1,22,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,3,2Objects_NOR_2,4,5,0.223214286,23.5,5,0,2.5,0,30,17.4,0.776785714,36.8,0.5,16.8,16.4,12.3,3,14.6,1.482,0,0.099,12.2,2.8,37.6,12.6,13,71,0.938,18.2,0.009,25.4,76.4,58.6,14,11.6,,0,0,0,,0,,,2.859,71.2
APOE_201026_18 month control1,28,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Dilutions,4,2Objects_NOR_2,1,0.9,0.115384615,105.6,0.9,0,0.4,0,3,6.9,0.884615385,0.9,6.9,0,2.9,0,23,52.5,1.844,4.6,0.05,21.5,15.7,43.5,2.7,11,27.6,0.647,0,0.029,22,0,0,5,9.9,44.5,0,4,9.2,13.6,0,,,3.942,8.6
APOE_201026_18 month control1,34,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day1_vanilla,5,2Objects_NOR_2,8,3.7,0.32173913,0.9,3.1,0.6,1.2,0,3,7.8,0.67826087,41.6,3,4.8,5.1,1.9,15,37.9,0.796,72,0.018,15.8,28.1,36.4,14.8,7,46.3,0.509,0,0.007,20.6,50.7,30.3,2,2.5,4.6,0,6,11.9,,0,,,1.497,45
APOE_201026_18 month control1,40,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_IdenticalObject,1,2Objects_NOR_2,8,9,0.566037736,8.6,4,5,7.2,0,4,6.9,0.433962264,96,5.3,1.6,2.4,0,6,79.7,1.102,0,0.03,13.6,23.3,24.6,2.4,5,25.3,0.529,8.2,0.022,11,13.4,0,,,,,,,,,,,2.479,39.5
APOE_201026_18 month control1,45,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_IdenticalObject,2,2Objects_NOR_2,1,2.8,0.595744681,18.2,0.7,2.1,0.8,0,3,1.9,0.404255319,30.8,1.9,0,1.3,0,7,94.1,1.772,0,0.03,18.4,41.2,27.5,29.5,4,14.5,1.098,2.3,0.097,9.1,2.2,0,,,,,,,,,,,3.728,57.4
APOE_201026_18 month control1,52,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_IdenticalObject,3,2Objects_NOR_2,3,8.7,0.743589744,92.4,0.7,8,5,1.2,3,3,0.256410256,31.6,2.8,0.2,0.5,0,10,60.6,0.531,0,0.013,12.8,27.4,23.9,12.7,13,24.5,0.804,0.9,0.032,11.1,13.8,4.7,,,,,,,,,,,2.281,31.4
APOE_201026_18 month control1,57,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day2_ShortTermMemory,4,2Objects_NOR_2,0,0,0,,0,0,0,0,5,36.1,1,1.2,2.4,33.8,12.8,26.3,3,47.7,1.319,4.5,0.029,12.3,33.8,25.7,18.4,21,65.5,0.574,0,0.008,13.4,57.4,43.6,,,,,,,,,,,2.22,62.1
APOE_201026_18 month control1,63,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day3_Novel Object2,1,2Objects_NOR_2,4,8.4,0.677419355,16,1.9,6.5,2,4,2,4,0.322580645,9.2,4,0,0.3,0,19,51.2,1.846,0,0.02,24,66.6,24.7,61.4,4,1.9,0.06,114.5,0.088,0.7,0,0,,,,,,,,,,,2.612,66.5
APOE_201026_18 month control1,70,201026-4,201026-4,E4HN_M,Control,18,Old,Male,E4HN,B,Day5_NovelObject3,1,2Objects_NOR_2,5,8.6,0.401869159,7.5,8.6,0,2.6,0,5,12.8,0.598130841,10.5,6.4,6.5,6.2,0,17,37.4,0.833,0,0.056,12.1,2.9,32.2,0,14,28.3,1.229,9.5,0.053,20.1,3,0,,,,,,,,,,,3.696,15.2
APOE_201026_18 month control1,5,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,openfield,1,2Objects_NOR,,,,,,,,,,,,,,,,,95,341.3,15.562,0,0.044,277.1,74.9,332,37.7,60,87.7,6.224,0.2,0.061,54.9,48,19.6,,,,,,,,,82.1,75.2,29.73,80.8
APOE_201026_18 month control1,11,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Dilutions,1,2Objects_NOR,1,1,0.303030303,6.2,1,0,0.5,0,4,2.3,0.696969697,48.5,2.3,0,1.4,0,16,103.2,3.838,1.2,0.034,50,63,50.9,50.9,3,1.3,0.032,0,0.036,0.9,0,0,7,3.8,0.8,0,2,1.1,,0,37.9,34.8,4.15,50.9
APOE_201026_18 month control1,17,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Dilutions,2,2Objects_NOR,1,0.5,0.384615385,3.3,0.5,0,0.5,0,2,0.8,0.615384615,0.2,0.8,0,0.6,0,12,107.1,1.409,2.1,0.012,22.1,90.8,27.4,64.3,2,5.6,0.577,0.3,0.109,5.3,0,0,4,2,,0,1,0.7,,0,28.8,28.9,2.103,64.3
APOE_201026_18 month control1,24,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Dilutions,3,2Objects_NOR,3,1.3,0.8125,44.1,1.3,0,0.1,0,1,0.3,0.1875,55.9,0.3,0,0,0,11,104.8,2.904,2.2,0.027,26,81.2,35.6,68.6,6,3.6,1.839,0,0.192,9.6,0,2,2,5.1,46.3,0,2,1,,0,48.7,40.2,5.616,70.6
APOE_201026_18 month control1,30,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Dilutions,4,2Objects_NOR,3,2.1,1,113.8,2.1,0,1.1,0,0,0,0,,0,0,0,0,4,93.5,2.866,2.3,0.03,12.3,81.8,26.2,76,4,23.7,2.664,0,0.109,13.9,10.6,0,2,1.8,25.4,0,3,15.3,56.4,0,22.4,14.8,6.054,76
APOE_201026_18 month control1,36,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Day1_vanilla,5,2Objects_NOR,10,9.4,0.878504673,20.1,9.2,0.1,3.8,1.3,2,1.3,0.121495327,94,1.3,0,0.1,0,10,77.4,2.158,0,0.026,18.9,64.1,39.8,55.1,12,20.3,2.822,18.1,0.111,20.9,4.7,0,7,5.7,19.3,0,2,1.2,85.2,0.1,10.9,7.7,6.107,56.4
APOE_201026_18 month control1,41,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Day2_IdenticalObject,1,2Objects_NOR,7,6.5,0.445205479,25.3,6.5,0,2.1,0,8,8.1,0.554794521,70.8,8.1,0,1.9,0,20,84.7,2.411,0,0.028,33.1,52.3,45.5,41.9,8,12.7,1.513,0.7,0.122,12.4,0,0,,,,,,,,,28.3,33.1,5.331,43.2
APOE_201026_18 month control1,47,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Day2_IdenticalObject,2,2Objects_NOR,4,2.6,0.928571429,63.1,2.5,0.1,2,0,1,0.2,0.071428571,118.9,0.2,0,0,0,30,86.9,0.826,2.3,0.008,14.4,91.7,15.5,71.3,1,0.1,0.541,0.2,0.476,1.1,0,0,,,,,,,,,67,51.8,2.034,71.3
APOE_201026_18 month control1,53,201026-5,201026-5,E4HN_FHet,Control,18,Old,Female,E4HN,C,Day2_IdenticalObject,3,2Objects_NOR,6,4.3,0.241573034,57.6,4.3,0,0.7,0,9,13.5,0.758426966,43.8,13.5,0,3.2,0,16,79.6,3.817,1.5,0.049,33.9,44.7,53.3,35.5,14,22,2.177,0.8,0.112,19.4,0,0,,,,,,,,,24.8,18.9,8.77,35.5
